,type,fact_check_url,archieve,news_url,news_url2,news_url3,news_url4,news_url5,title,newstitle,content,abstract,publish_date,meta_keywords
828,,https://www.washingtonpost.com/politics/2020/04/30/trumps-triumphant-rhetoric-coronavirus-testing/,,,,,,,Donald Trump’s claim that the USA had more testing than all other countries combined.,,,,,
829,post,https://www.politifact.com/factchecks/2020/may/07/facebook-posts/facebook-post-cites-doctors-widely-disputed-calcul/,,https://www.facebook.com/keithavila82/posts/1622155821268716,,,,,“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,"""Keith Avila""",see more of keith avila on facebook. ,so 2 doctors from bakersfield discover that coronavirus mortality rate is 0.03 13x less deadly than what was previously thought. their analysis has .... ,,""""""
830,post,https://leadstories.com/hoax-alert/2020/04/fact-check-news-outlets-did-report-on-coronavirus-cases-at-walmart-amazon-and-other-retailers.html,https://web.archive.org/web/20200429184403/https://www.facebook.com/photo.php?fbid=10158822307129925,https://www.facebook.com/photo.php?fbid=10158822307129925&set=a.396381574924&type=3&theater,,,,,Walmart Kroger Amazon Target and Costco had no reported cases of coronavirus in the news.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
831,post,https://www.politifact.com/factchecks/2020/may/12/jeff-shipley/covid-19-vs-hpv-vaccine-covid-more-deadly/,,https://twitter.com/RepShipley/status/1255243008984977411,,,,,Young people “have a greater chance of being killed by the HPV vaccine than COVID-19.”,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
832,post,https://leadstories.com/hoax-alert/2020/04/fact-check-bill-and-melinda-gates-foundation-hq-does-not-read-center-for-global-human-population-reduction.html,https://web.archive.org/web/20200429220756/https://www.facebook.com/photo.php?fbid=10163568200740261,https://www.facebook.com/photo.php?fbid=10163568200740261&set=a.10153619676750261&type=3&theater,,,,,Sign outside the Bill & Melinda Gates Foundation says “Center for Global Human Population Reduction.”,"""Timothy Webster""",see more of timothy webster on facebook. ,in case you ever doubted what outcome bill gates planned plans with his artificial forms of eugenics ... this mans nefarious actions should speak much .... ,,""""""
833,post,https://leadstories.com/hoax-alert/2020/04/fact-check-coronavirus-mortality-rate-not-proven-to-be-0.03.html,https://web.archive.org/web/20200430190900/https://www.facebook.com/keithavila82/posts/1622155821268716,https://www.facebook.com/keithavila82/posts/1622155821268716,,,,,Coronavirus mortality rate been proven to be 0.03%.,"""Keith Avila""",see more of keith avila on facebook. ,so 2 doctors from bakersfield discover that coronavirus mortality rate is 0.03 13x less deadly than what was previously thought. their analysis has .... ,,""""""
834,post,https://www.factcheck.org/2020/05/large-retail-employees-have-been-victims-of-covid-19/,,https://www.facebook.com/photo.php?fbid=10220907727175784&set=a.1099780847578&type=3&theater,https://www.facebook.com/photo.php?fbid=10157869448896328&set=a.10151276802321328&type=3&theater,,,,Walmart Amazon Kroger Target and Costco stores — while staying open during the COVID-19 pandemic — “have not had any reported cases” of employees contracting the coronavirus.,"""Art Urias""",see more of art urias on facebook. ,,,""""""
835,post,https://leadstories.com/hoax-alert/2020/05/fact-check-hydrochloroquine-not-a-vaccine-being-held-back-and-studies-are-underway-for-drugs-that-will-not-be-immediately-injected-into-people.html,https://web.archive.org/web/20200501213134/https://www.facebook.com/cocoabeachflorida7/posts/10207422357073105,https://www.facebook.com/cocoabeachflorida7/posts/10207422357073105,,,,,Thousands of doctors say hydroxychloroquine cures coronavirus.,"""Eric Olson""",see more of eric olson on facebook. ,,,""""""
836,post,https://www.politifact.com/factchecks/2020/may/22/janel-brandtjen/yes-children-do-get-coronavirus-it-just-might-not-/,,https://www.facebook.com/RepJanel/posts/2590543211186724,,,,,“Children don’t seem to be getting this virus.”,"""Representative Janel Brandtjen""",but every judge mayor sheriff clerk and trustee was on the ballot. wisconsin would have been without elected officials from around the state during covid. this election was necessary as it was not just a democratic primary. ,glad the governor is opening parks but what is the science of keeping restrooms and playgrounds closed. if social distancing works in the bathroom at .... ,,""""""
837,article,https://www.politifact.com/factchecks/2020/may/12/jerome-corsi/conspiracy-theorist-spreads-false-claim-about-fauc/,https://web.archive.org/web/20200503211246/https://corsination.com/fauci-patents-on-hiv-covid-19-components/,https://corsination.com/fauci-patents-on-hiv-covid-19-components/,,,,,Says Dr. Anthony Fauci’s name appears on “4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”,"""Why Does Fauci Hold Patents on a Key HIV Component Used to Create COVID-19""",why does dr. anthony faucis name appear on 4 u.s. patents for a key glycoprotein that appears to have been inserted into a sars virus chassis to create the current covid-19 epidemic. the legal portal justia.com the following patents by inventor anthony s. fauci involving a glycoprotein found in the hiv-1 a disease that attacks the human immune system leading to the acquired immune deficiency syndrome more commonly known as aids. in 1990 fauci held the same position at the nih that he hol. ,,2020-04-28T17:17:14+00:00,""""""
838,post,https://www.politifact.com/factchecks/2020/may/22/facebook-posts/post-falsely-claims-people-should-report-pennsylva/,,https://www.facebook.com/photo.php?fbid=10214182928842049&set=a.1505913782668&type=3&theater,,,,,Says if you’re refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested not required.”,"""Mark Chipchosky""",see more of mark chipchosky on facebook. ,,,""""""
839,article,https://www.politifact.com/factchecks/2020/apr/29/instagram-posts/michigan-gov-whitmer-has-not-been-stripped-her-eme/,https://archive.fo/bjBsS,https://neonnettle.com/news/11095-michigan-democrat-gov-whitmer-has-emergency-powers-repealed-by-state-legislature,https://twitter.com/CABRAXAS10/status/1254435626079813632,https://www.instagram.com/p/B_e3knujjgu/,,,Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,"""Michigan Democrat Gov Whitmer Has Emergency Powers Repealed by State Legislature""",michigan 's democrat governor gretchen whitmer has had her emergency coronavirus crisis powers repealed after her overreaching stay at home order triggered statewide unrest. the gop controlled michigan legislature took steps to reign in gov. whitmers emergency powers on friday. the state legislature was scheduled to reconvene to review whitmers actions on friday speaker of the house lee chatfield announced on thursday. in response to the covid-19 pandemic and its spread through detroit a. ,neon nettle michigan democrat gov whitmer has emergency powers repealed by state legislature gov. gretchen whitmers emergency powers reigned in after triggering statewide unrest. ,4/25/20,""""""
840,article,https://www.politifact.com/factchecks/2020/apr/30/donald-trump/trumps-boasts-testing-spring-cherry-picking-data/,,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-supporting-nations-small-businesses-paycheck-protection-program/,,,,,“We’ve tested more than every country combined.”,"""Remarks by President Trump on Supporting our Nation’s Small Businesses Through the Paycheck Protection Program""",the president well thank you very much everyone. this is a great honor. and i see you have social distance on your mind and that s a very good thing. jovita congratulations. tremendous job you re doing. i want to thank everyone for being at the white house a very special house a very special place. no matter where you go in the world they love the white house. and being here in the east room of the white house in particular where so many important functions have taken place over the yea. ,east room 3:16 p.m. edt the president well thank you very much everyone. this is a great honor. and i see you have social distance on your mind and th. ,28-Apr-20,""""""
841,post,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/fight-COVID-CDC-now-says-wear-masks-in-public/,,https://www.facebook.com/photo.php?fbid=10158229303928349&set=a.10150370809208349&type=3&theater,,,,,The CDC recommends that only people with COVID-19 symptoms should wear masks.,"""Danielle Johnson""",see more of danielle johnson on facebook. ,,,""""""
842,article,https://www.politifact.com/factchecks/2020/may/06/blog-posting/dont-fall-conspiracy-about-dr-anthony-fauci-hydrox/,https://web.archive.org/web/20200506140801/https://onenewsnow.com/perspectives/bryan-fischer/2020/04/27/fauci-knew-about-hcq-in-2005-nobody-needed-to-die,https://onenewsnow.com/perspectives/bryan-fischer/2020/04/27/fauci-knew-about-hcq-in-2005-nobody-needed-to-die,,,,,Dr. Anthony Fauci “has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”,"""Fauci knew about HCQ in 2005 -- nobody needed to die""",how did he know this. because of research done by the national institutes of health of which he is the director. in connection with the sars outbreak caused by a coronavirus dubbed sars- cov the nih researched chloroquine and concluded that it was effective at stopping the sars coronavirus in its tracks. the covid-19 bug is likewise a coronavirus labeled sars cov-2. while not exactly the same virus as sars cov-1 it is genetically related to it and shares 79 of its genome as the name sa. ,"p><img width=""79 height=""125 src=""/media/4425614 bryanfischer__1_.jpg alt=""bryan fischer class=""imagefloatleft""/>dr. anthony fauci whose expert advice to president trump has resulted in the complete shutdown of the greatest economic engine in world history has known since 2005 that chloroquine is an effective inhibitor of coronaviruses.</p. ",,""""""
843,post,https://www.politifact.com/factchecks/2020/may/04/tucker-carlson/tucker-carlson-says-coronavirus-isnt-deadly-we-tho/,,https://www.youtube.com/watch?v=rBLXdKB-PjI,,,,,“The (corona)virus just isn’t nearly as deadly as we thought it was.”,"""Tucker: Are coronavirus lockdowns working?""",,many politicians could nt seem less interested in asking. foxnews fox news operates the fox news channel fnc fox business network fbn fox news radio .... ,4/27/20,"""Tucker Carlson coronavirus, coronavirus lockdowns, america in lockdown, economic lockdown, politicians coronavirus, mike lindell, tucker carlson tonight live..."""
844,article,https://www.politifact.com/factchecks/2020/may/20/mike-parson/despite-parsons-claim-not-all-businesses-could-ope/,,https://governor.mo.gov/press-releases/archive/governor-parson-announces-first-phase-show-me-strong-recovery-plan-begin-may,,,,,“All Missouri businesses can open Monday May 4 under our new Order as long as new guidelines are followed.”,"""Governor Parson Announces First Phase of “Show Me Strong Recovery” Plan to Begin May 4 | Governor Michael L. Parson""",during todays covid-19 briefing governor mike parson announced the first phase of the show me strong recovery plan outlining how missouri will gradually begin to reopen economic and social activity on monday may 4 2020. governor parson was joined by missouri hospital association president and ceo herb kuhn mo healthnet director todd richardson missouri department of economic development director rob dixon missouri department of health and senior services dhss director dr. randall w. ,during todays covid-19 briefing governor mike parson announced the first phase of the show me strong recovery plan outlining how missouri will gradually begin to reopen economic and social activity on monday may 4 2020 .. ,27-Apr-20,""""""
845,article,https://healthfeedback.org/claimreview/blog-posts-inaccurately-claim-that-a-2005-nih-study-demonstrated-the-effectiveness-of-chloroquine-treatment-against-coronavirus-infection-such-as-covid-19/,https://archive.fo/0ItsH,https://onenewsnow.com/perspectives/bryan-fischer/2020/04/27/fauci-knew-about-hcq-in-2005-nobody-needed-to-die,,,,,A 2005 NIH study shows that Fauci already knew of chloroquine’s effectiveness against coronaviruses including SARS-CoV-2.,"""Fauci knew about HCQ in 2005 -- nobody needed to die""",how did he know this. because of research done by the national institutes of health of which he is the director. in connection with the sars outbreak caused by a coronavirus dubbed sars- cov the nih researched chloroquine and concluded that it was effective at stopping the sars coronavirus in its tracks. the covid-19 bug is likewise a coronavirus labeled sars cov-2. while not exactly the same virus as sars cov-1 it is genetically related to it and shares 79 of its genome as the name sa. ,"p><img width=""79 height=""125 src=""/media/4425614 bryanfischer__1_.jpg alt=""bryan fischer class=""imagefloatleft""/>dr. anthony fauci whose expert advice to president trump has resulted in the complete shutdown of the greatest economic engine in world history has known since 2005 that chloroquine is an effective inhibitor of coronaviruses.</p. ",,""""""
846,post,https://leadstories.com/hoax-alert/2020/05/fact-check-fauci-not-mia-after-news-he-illegally-sent-millions-to-wuhan-lab.html,http://web.archive.org/web/20200505183925/https://www.facebook.com/photo.php?fbid=673683306762038,https://www.facebook.com/photo.php?fbid=673683306762038&set=a.123008525162855&type=3,,,,,Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan China.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
847,post,https://www.politifact.com/factchecks/2020/may/18/facebook-posts/no-there-arent-set-amounts-hospitals-are-paid-deat/,,https://www.facebook.com/mickespn/posts/10216441379683361,,,,,Hospitals in the United States get paid $750 for patients who die from the flu $17500 for COVID-19.,"""Mick Bazsuly""",see more of mick bazsuly on facebook. ,"check this out. hospitals get 750.00 if you die from the flu and 17,500.00 if you died from covd-19. now think about that. ",,""""""
848,post,https://www.politifact.com/factchecks/2020/may/21/viral-image/flu-shots-arent-causing-false-positive-covid-19-te/,,https://www.facebook.com/photo.php?fbid=10218894279041970&set=a.10202838682462090&type=3&theater,,,,,“If you have had a flu shot in the last 3-5 years you will probably test positive” for COVID-19.,"""Tammy Jackson""",see more of tammy jackson on facebook. ,is this true ?. ,,""""""
849,post,https://leadstories.com/hoax-alert/2020/04/fact-check-viruses-do-exist-dr-sebi-quote.html,https://web.archive.org/web/20200429191609/https://www.facebook.com/photo.php?fbid=3309842999045512,https://www.facebook.com/photo.php?fbid=3309842999045512&set=a.723669207662917&type=3&theater,,,,,Late herbalist known as “Dr. Sebi” was correct in saying viruses don’t exist.,"""Keith Bennett""",see more of keith bennett on facebook. ,,,""""""
850,post,https://www.politifact.com/factchecks/2020/may/01/rudy-giuliani/rudy-giuliani-wrong-about-us-policy-grant-amount-w/,,https://twitter.com/RudyGiuliani/status/1254513987196248065,,,,,“Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?”,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
851,post,https://leadstories.com/hoax-alert/2020/05/fact-check-covid-19-death-rate-in-nyc-is-not-200-times-higher-than-world's-10-largest-cities.html,http://web.archive.org/web/20200430060609/https://twitter.com/officialmcafee/status/1254322995952332802,https://twitter.com/officialmcafee/status/1254322995952332802,,,,,The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world’s largest 10 cities.,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
852,post,https://www.politifact.com/factchecks/2020/apr/27/facebook-posts/early-date-cares-act-due-legislative-quirk-not-plo/,,https://www.facebook.com/photo.php?fbid=10156921524050178&set=a.10153704556055178&type=3,,,,,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,"""Terry Tillaart""",see more of terry tillaart on facebook. ,clearly a plan demic guess what they have planned next for you. hint none of it is in your best interest. hint 2 it 's much worse than you could .... ,,""""""
853,post,https://leadstories.com/hoax-alert/2020/04/fact-check-nobel-prize-winner-did-not-say-coronavirus-was-manufactured-in-china.html,http://web.archive.org/web/20200428202405/https://www.facebook.com/photo.php?fbid=10222153334599490,https://www.facebook.com/photo.php?fbid=10222153334599490&set=a.2700651832651&type=3&theater,,,,,Japanese doctor who won Nobel Prize said coronavirus is artifical and was manufactured in China.,"""Alex Mavro""",see more of alex mavro on facebook. ,japan 's nobel prize winning professor of medicine professor dr tasuku honjo created a sensation today by saying that the coronavirus is not natural ..... ,,""""""
854,post,https://factcheck.afp.com/residents-are-advised-not-required-take-covid-19-precautions,https://perma.cc/8VRF-UP72,https://www.facebook.com/InfidelJeepers/posts/1607537082732357,https://twitter.com/MarkieJP/status/1255704198588567552,https://www.facebook.com/bryon.gliem.1/posts/1573518516157315,https://www.facebook.com/1645790582350852/posts/2504104409852794,,A Facebook post shared more than 29000 times claims people in Pennsylvania who do not wear a face mask in public during the novel coronavirus pandemic risk a $500 fine and up to six months in jail.,"""Will Kerper""",see more of will kerper on facebook. ,500 fine and up to 6 months in jail if caught in public without mask in pa. starts monday. ,,""""""
855,post,https://factcheck.afp.com/misleading-mask-graphic-claims-show-exact-chance-covid-19-spread,https://perma.cc/TEZ6-ZT76,https://www.facebook.com/photo.php?fbid=10158417079783912&set=a.10151691331308912&type=3&theater,https://www.facebook.com/photo.php?fbid=10220771741939056&set=a.2466496297428&type=3&theater,https://www.instagram.com/p/B_OlQjpj1X5/,https://twitter.com/ImamTweets/status/1252992852814110722,,Graphics shared thousands of times on social media claim to show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask.,"""Jessica Nicole Carty""",see more of jessica nicole carty on facebook. ,if you were screaming open kentucky last week .. and now are griping about the fact that kentucky is going to open but you have to wear a mask .... i .... ,,""""""
856,article,https://healthfeedback.org/claimreview/volunteer-for-u-k-covid-19-vaccine-trial-elisa-granato-is-alive-contrary-to-claim-in-viral-article/,http://archive.vn/vpfUA,https://n5ti.com/stories/1275/,,,,,Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died.,"""First volunteer in UK coronavirus vaccine trial has died - Oxford""",elisa granato the first volunteer who availed herself in oxford for a jab in the first europe human trial of a vaccine to protect against the coronavirus pandemic has died. she died two days after the vaccine was administered authorities have said and added that an investigation into the cause of the death has been initiated. a statement by the researchers said elisa had complications few hours after taking the vaccine and died while on admission. elisa granato who is a scientist was one. ,,2020-04-25T11:32:32+00:00,""""""
857,post,https://www.politifact.com/factchecks/2020/may/05/blog-posting/no-first-volunteer-uk-covid-19-vaccine-trial-hasnt/,,https://www.facebook.com/photo.php?fbid=1162712617456586&set=a.102199276841264&type=3&theater,,,,,“First volunteer in UK coronavirus vaccine trial has died.”,"""Ali Hamideh""",see more of ali hamideh on facebook. ,ali hamideh added a new photo .. ,,""""""
858,article,https://leadstories.com/hoax-alert/2020/04/fact-check-first-volunteer-in-uk-coronavirus-vaccine-trial-has-died---news-oxford.html,http://web.archive.org/web/20200426151817/https://n5ti.com/stories/1275/,https://n5ti.com/stories/1275/,,,,,A volunteer for Oxford coronavirus vaccine died.,"""First volunteer in UK coronavirus vaccine trial has died - Oxford""",elisa granato the first volunteer who availed herself in oxford for a jab in the first europe human trial of a vaccine to protect against the coronavirus pandemic has died. she died two days after the vaccine was administered authorities have said and added that an investigation into the cause of the death has been initiated. a statement by the researchers said elisa had complications few hours after taking the vaccine and died while on admission. elisa granato who is a scientist was one. ,,2020-04-25T11:32:32+00:00,""""""
859,article,https://leadstories.com/hoax-alert/2020/05/fact-check-doctors-are-not-encouraged-to-overcount-COVID19-deaths.html,,https://www.globalresearch.ca/hospitals-getting-paid-more-label-cause-death-coronavirus/5709720,https://www.facebook.com/OKNational/posts/3216098165090494,,,,Doctors encouraged by hospitals and AMA to overcount COVID-19 deaths.,"""US Hospitals Getting Paid More to Label Cause of Death as ‘Coronavirus’""",senator scott jensen represents minnesota. he s also a doctor. he appeared on fox news with laura ingraham where he revealed a very disturbing piece of information. dr. scott jensen says the american medical association is now encouraging doctors to overcount coronavirus deaths across the country. jensen received a 7-page document that showed him how to fill out a death certificate as a covid-19 diagnosis even when there is nt a lab test confirming the diagnosis. right now medicare is de. ,,2020-07-11T03:06:01+00:00,""""""
860,article,https://www.politifact.com/factchecks/2020/may/08/south-west-news-service/Evidence-lacking-that-cats-eaten-as-COVID-19-cure/,https://archive.fo/7vdwn,https://swns.com/about-us/,https://www.facebook.com/117377405008083/photos/a.519713804774439/2885969374815525/?type=3&theater,https://www.onegreenplanet.org/natural-health/black-cats-killed-and-ground-up-into-paste-as-misleading-coronavirus-treatment/?fbclid=IwAR1wPNr9LY5l0GJfHZwmMmQtpC_8B3TmkxnR5q2f_P2K10t0-LqBe9SSHSE,,,Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,"""About Us • SWNS""",we believe in real reporters photographers and videographers being on the ground not just on a computer .. ,,,""""""
861,post,https://www.politifact.com/factchecks/2020/may/12/cal-cunningham/nc-democrat-misrepresents-tillis-position-aid-stat/,,https://twitter.com/CalforNC/status/1253779395099144193,,,,,“Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today Thom Tillis agreed.”,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
862,post,https://www.politifact.com/factchecks/2020/apr/28/facebook-posts/uv-radiation-not-common-way-kill-viruses-and-bacte/,https://archive.fo/xPDVR,https://www.facebook.com/photo.php?fbid=4383089785050253&set=a.206126609413279&type=3,,,,,“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
863,post,https://leadstories.com/hoax-alert/2020/04/fact-check-no-proof-ultraviolet-radiation-eliminates-coronavirus-from-the-body.html,https://web.archive.org/web/20200428160724/https://www.facebook.com/photo.php?fbid=10219391513115933,https://www.facebook.com/photo.php?fbid=10219391513115933&set=a.1451813132718&type=3,,,,,Exposure of blood to ultraviolet light rids the body of coronavirus.,"""Shelley Johnson-Dimitroff""",see more of shelley johnson dimitroff on facebook. ,for all you dummies that have absolutely no idea what trump is talking about ... uv light is injected into the body as a disinfectant to kill bacteria and .... ,,""""""
864,post,https://www.politifact.com/factchecks/2020/may/20/dan-bishop/no-half-us-workforce-has-not-been-idled/,,https://www.youtube.com/watch?v=v7iW97Ykwto&feature=youtu.be&t=271,,,,,“Half the workforce in the country may have just been idled” by coronavirus.,"""Opening up North Carolina w Rep Dan Bishop and Alex Swoyer - Spicer&Co, 4.24.20""",,enjoy the videos and music you love upload original content and share it all with friends family and the world on youtube .. ,4/24/20,"""video, sharing, camera phone, video phone, free, upload"""
865,post,https://www.politifact.com/factchecks/2020/may/06/dan-forest/no-flu-hasnt-killed-more-people-coronavirus/,,https://www.facebook.com/watch/live/?v=274455633559065&ref=watch_permalink,,,,,“We’ve still had more deaths to the flu this year than we’ve had COVID-19.”,"""Virtual Statewide Day of Action Livestream""",who knew we had so many bob ross enthusiasts. were astounded by the talent of the participants last night. well have the video posted soon with commentary from the celebrity judges congressman dan bishop miriam chu and catherine whiteford as well as announce the winners. in the meantime check out the artwork. bobrosschallenge yrslead ncpol. ,today the north carolina federation of young republicans north carolina federation of college republicans and the north carolina teenage republicans .... ,,""""""
866,article,https://healthfeedback.org/claimreview/bakersfield-physicians-underestimate-covid-19-mortality-using-flawed-statistics-wrongly-claim-sheltering-in-place-causes-weak-immune-system/,https://archive.fo/Al99f,https://banned.video/watch?id=5ea4994ea881fd00808e95ad,,,,,Two physicians in Bakersfield California claim that COVID-19 is similar to the flu in terms of prevalence and mortality; that sheltering in place weakens that immune system.,"""See The Video Youtube Banned Of California Doctors’ Exposing COVID-19 Hoax""",confirm to receive notifications when channels you 've subscribed to upload new videos. you can activate this any time from the settings page. ,full 4/22/2020 press conference in bakersfield california with doctors dan erickson and artin massihi. ,,""""""
867,post,https://www.politifact.com/factchecks/2020/may/08/warren-daniel/no-evidence-mandy-cohen-threatened-withhold-ppe-nc/,,https://twitter.com/DanielforSenate/status/1253426874086076429?s=20,,,,,North Carolina’s health department is “telling hospitals that if they decide to do elective surgeries they won’t be eligible to receive (protective equipment) from the state.”,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
868,article,https://healthfeedback.org/claimreview/little-to-no-evidence-that-smoking-protects-against-covid-19-may-increase-risk-of-complications-instead/,http://archive.vn/3P3Lp,https://www.spiked-online.com/2020/04/23/smoke-fags-save-lives/?fbclid=IwAR0RZo_7lbrUG-k3mqE7Tz2QFptIigagO8ozKgV5Mrawkj24UiPGM0bKhus,,,,,Smoking may protect against COVID-19; scientists believe nicotine might protect against coronavirus.,"""Smoke fags, save lives""",there s not much to laugh about these days but the news that smokers might be protected from covid-19 is certainly one of them. with study after study showing that smokers are under represented in coronavirus wards the renowned french neuroscientist jean pierre changeux is working on a randomised control trial to test the effect of nicotine patches on covid-19 patients. this is far from being a crackpot theory. changeux has explained his hypothesis at length here. in simple terms he says t. ,,2020-04-23T00:05:25+01:00,""""""
869,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-US-Sends-Ships-But-NOT-100000-Military-To-South-China-Sea-Amid-Pandemic.html,https://archive.md/rhA5o,https://www.youtube.com/watch?v=tc1Af6aTCNo,,,,,U.S sent 100000 military forces to South China Sea in a move to increase its presence in the region against the backdrop of the coronavirus pandemic.,"""Tension Escalate ( July 02,2020 ) : US Deploys 100,000 Military to South China Sea Amid Pandemic""",,the covid-19 pandemic has hit the us hard and seriously disrupted the us militarys combat readiness and deployments. it is reported that the pandemic has sp .... ,4/22/20,"""south china sea, south china sea news, south china sea dispute, us navy in south china sea, south china sea today, us military, us vs china, military, south ..."""
870,,https://leadstories.com/hoax-alert/2020/04/fact-check-trump-did-not-urge-people-to-inject-disinfectants-to-thwart-coronavirus.html,,,,,,,President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,,,,,
871,post,https://leadstories.com/hoax-alert/2020/04/fact-check-cdc-job-posting-is-not-proof-of-a-covid19-conspiracy.html,https://web.archive.org/web/20200428150227/https://www.facebook.com/photo.php?fbid=10222594387747514,https://www.facebook.com/photo.php?fbid=10222594387747514&set=a.3011826853803&type=3&theater,,,,,November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.,"""Gina Morresi""",see more of gina morresi on facebook. ,a job listing on the cdc website posted november 2019 hiring public health advisors for a quarantine program in the usa for exact dates of pandemic. i .... ,,""""""
872,post,https://www.factcheck.org/2020/04/stay-at-home-policies-treat-mosques-same-as-churches/,http://archive.is/NSDdt,https://www.facebook.com/joshua.feuerstein.5/photos/a.444500272319327/2428217193947615/?type=3&theater,,,,,Mosques are allowed to stay open during pandemic in the United States but churches are not.,"""Joshua Feuerstein""",e streets to protest lockdown. share if you think we should follow suit. the great awakening has begun. citizens of germany are taking to th. ,city officials allow mosques to stay open ... while arresting christian pastors like tony spell in baton rouge louisiana for bussing in poor minority .... ,,""""""
873,post,https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/claim-about-stimulus-check-eligibility-americans-m/,,https://www.facebook.com/timothybaumgardner/posts/10217230966346457,,,,,“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,"""Tim Baumgardner""",see more of tim baumgardner on facebook. ,trump and mcconnell are blocking stimulus checks for americans married to immigrants. while they are both married to immigrants. ,,""""""
874,post,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/viral-post-alleging-obama-era-device-tax-caused-cu/,,https://www.facebook.com/photo.php?fbid=3042273349144351&set=a.771765556195153&type=3&theater,,,,,President Barack Obama “signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the tax.”,"""Tama Margowski""",see more of tama margowski on facebook. ,whoa. let this sink in. ,,""""""
875,post,https://www.politifact.com/factchecks/2020/may/14/blog-posting/false-tiktok-claim-high-unemployment-killing-more-/,https://web.archive.org/save/https://www.tiktok.com/@drbaker2.0/video/6818957602681146630,www.tiktok.com/@drbaker2.0/video/6818957602681146630,,,,,“It’s not the coronavirus that’s killing people. It is the economy.”,,,,,
876,post,https://www.politifact.com/factchecks/2020/apr/30/blog-posting/obama-administration-did-not-provide-38-million-wu/,,https://www.facebook.com/kevin.holland.73550/posts/234907517601175,https://www.facebook.com/dmkehler/posts/3257996410899475,,,,“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars!”,"""Kevin Holland""",see more of kevin holland on facebook. ,breaking news are you sitting down. president trump just announced that the biological lab in wuhan where the covid-19 virus was created was .... ,,""""""
877,post,https://www.politifact.com/factchecks/2020/apr/30/facebook-posts/ridiculous-claim-pelosi-flew-wuhan-china-after-imp/,,https://www.facebook.com/CaptRandall/posts/10218956573997926,,,,,“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,"""Randall Thompson""",see more of randall thompson on facebook. ,pelosi was in wouhan china 6 days after the impeachment hoax failed. has anyone bothered to find out what she was doing there. ,,""""""
878,post,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/canine-coronavirus-vaccine-exists-its-dogs-and-has/,,https://www.facebook.com/photo.php?fbid=10216140261039169&set=a.10208449334290807&type=3&theater,,,,,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,"""Mitch Quanell Coleman""",see more of mitch quanell coleman on facebook. ,canine vaccine for dogs and not humans. and since 2001 ..... stay woke people. ,,""""""
